innings_id,match_id,team_id,innings_number,runs,wickets,overs,is_declared
1026,95227,6,1,321,5,50.0,0
1027,95232,10,2,140,10,19.5,0
1028,95232,6,1,147,6,20.0,0
1029,95241,10,2,102,10,18.3,0
1030,95241,6,1,129,7,20.0,0
1031,95245,10,2,109,10,16.4,0
1032,95245,6,1,189,7,20.0,0
1033,100220,2,1,376,10,91.2,0
1034,100220,2,3,287,4,64.0,1
1035,100220,6,2,149,10,47.1,0
1036,100220,6,4,234,10,62.1,0
1037,100229,2,2,285,9,34.4,1
1038,100229,2,4,98,3,17.2,0
1039,100229,6,1,233,10,74.2,0
1040,100229,6,3,146,10,47.0,0
1041,100238,2,2,132,3,11.5,0
1042,100238,6,1,127,10,19.5,0
1043,100247,2,1,221,9,20.0,0
1044,100247,6,2,135,9,20.0,0
1045,100256,2,1,297,6,20.0,0
1046,100256,6,2,164,7,20.0,0
1047,100265,2,1,46,10,31.2,0
1048,100265,2,3,462,10,99.3,0
1049,100265,13,2,402,10,91.3,0
1050,100265,13,4,110,2,27.4,0
1051,100272,2,2,156,10,45.3,0
1052,100272,2,4,245,10,60.2,0
1053,100272,13,1,259,10,79.1,0
1054,100272,13,3,255,10,69.4,0
1055,100274,2,2,263,10,59.4,0
1056,100274,2,4,121,10,29.1,0
1057,100274,13,1,235,10,65.4,0
1058,100274,13,3,174,10,45.5,0
1059,100337,11,2,141,10,17.5,0
1060,100337,2,1,202,8,20.0,0
1061,100348,11,2,128,7,19.0,0
1062,100348,2,1,124,6,20.0,0
1063,100366,11,2,208,7,20.0,0
1064,100366,2,1,219,6,20.0,0
1065,100384,11,2,148,10,18.2,0
1066,100384,2,1,283,1,20.0,0
1067,100985,12,1,205,10,40.2,0
1068,100985,3,2,60,6,21.0,0
1069,100987,12,1,145,10,32.3,0
1070,100987,3,2,148,NULL,18.2,0
1071,100996,12,2,204,10,40.1,0
1072,100996,3,1,303,6,50.0,0
1073,101005,12,2,108,10,15.3,0
1074,101005,3,1,165,4,20.0,0
1075,101014,12,1,57,10,12.4,0
1076,101014,3,2,61,NULL,5.3,0
1077,101023,12,2,133,8,19.5,0
1078,101023,3,1,132,7,20.0,0
1079,101039,3,1,556,10,149.0,0
1080,101039,3,3,220,10,54.5,0
1081,101039,9,2,823,7,150.0,1
1082,101043,3,1,366,10,123.3,0
1083,101043,3,3,221,10,59.2,0
1084,101043,9,2,291,10,67.2,0
1085,101043,9,4,144,10,33.3,0
1086,101045,3,2,344,10,96.4,0
1087,101045,3,4,37,1,3.1,0
1088,101045,9,1,267,10,68.2,0
1089,101045,9,3,112,10,37.2,0
1090,112385,286,1,94,10,13.4,0
1091,112385,5,2,97,3,10.5,0
1092,112389,286,2,96,2,10.0,0
1093,112389,5,1,128,2,10.0,0
1094,102036,13,1,172,8,20.0,0
1095,102036,5,2,164,8,20.0,0
1096,102040,13,1,186,5,20.0,0
1097,102040,5,2,141,10,19.1,0
1098,102045,13,2,211,7,20.0,0
1099,102045,5,1,218,5,20.0,0
1100,102049,13,2,180,1,26.2,0
1101,102049,5,1,178,10,43.4,0
1102,102058,13,1,255,9,37.0,0
1103,102058,5,2,142,10,30.2,0
1104,102067,13,2,150,10,29.4,0
1105,102067,5,1,290,8,50.0,0
1106,103843,96,2,107,4,26.0,0
1107,103843,11,1,106,10,33.3,0
1108,103852,96,1,311,4,50.0,0
1109,103852,11,2,134,10,34.2,0
1110,103861,96,1,169,10,34.0,0
1111,103861,11,2,170,3,33.0,0
1112,105962,5,1,305,10,91.5,0
1113,105962,5,3,309,10,94.2,0
1114,105962,13,2,340,10,90.5,0
1115,105962,13,4,211,10,71.4,0
1116,105964,5,1,602,5,163.4,1
1117,105964,13,2,88,10,39.5,0
1118,105964,13,3,360,10,81.4,0
1119,108251,5,1,179,7,20.0,0
1120,108251,10,2,180,5,19.1,0
1121,108257,5,1,162,5,20.0,0
1122,108257,10,2,89,10,16.1,0
1123,108259,5,2,166,1,18.0,0
1124,108259,10,1,162,8,20.0,0
1125,108265,5,2,234,5,31.5,0
1126,108265,10,1,185,4,38.3,0
1127,108267,5,2,190,5,38.2,0
1128,108267,10,1,189,10,36.0,0
1129,108275,5,1,156,3,23.0,0
1130,108275,10,2,196,2,22.0,0
1131,108417,6,1,106,10,40.1,0
1132,108417,6,3,307,10,89.5,0
1133,108417,11,2,308,10,88.4,0
1134,108417,11,4,106,3,22.0,0
1135,108425,6,2,159,10,45.2,0
1136,108425,6,3,143,10,43.4,0
1137,108425,11,1,575,6,144.2,1
1138,108737,5,2,140,6,19.0,0
1139,108737,13,1,135,10,19.3,0
1140,108739,5,2,103,10,19.5,0
1141,108739,13,1,108,10,19.3,0
1142,108747,5,1,324,5,49.2,0
1143,108747,13,2,175,9,27.0,0
1144,108753,5,2,210,7,46.0,0
1145,108753,13,1,209,10,45.1,0
1146,108761,13,1,112,1,21.0,0
1147,108769,96,1,235,10,49.4,0
1148,108769,6,2,143,10,34.3,0
1149,108771,96,2,184,10,43.3,0
1150,108771,6,1,252,7,50.0,0
1151,108779,96,2,246,5,48.2,0
1152,108779,6,1,244,8,50.0,0
1153,109320,12,2,145,6,20.0,0
1154,109320,96,1,144,6,20.0,0
1155,109327,12,2,103,10,17.4,0
1156,109327,96,1,153,6,20.0,0
1157,109334,12,1,127,10,19.5,0
1158,109334,96,2,128,7,19.3,0
1159,109337,12,1,44,5,9.2,0
1160,109341,12,2,54,10,17.5,0
1161,109341,96,1,286,6,50.0,0
1162,109348,12,1,127,10,30.1,0
1163,109348,96,2,131,2,26.5,0
1164,109351,12,1,586,10,135.2,0
1165,109351,12,3,142,4,34.0,0
1166,109351,96,2,699,10,197.0,0
1167,109355,12,2,243,10,73.3,0
1168,109355,12,4,205,10,68.3,0
1169,109355,96,1,157,10,44.3,0
1170,109355,96,3,363,10,113.5,0
