id,teamId,teamName,teamSName,countryName,category,playerId,playerName,battingStyle,bowlingStyle,role
175,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",39678,"Milan Priyanath Rathnayake","Left-hand bat","Right-arm fast-medium","ALL ROUNDER"
176,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",14251,"Dunith Wellalage","Left-hand bat","Left-arm orthodox","ALL ROUNDER"
177,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10926,"Wanindu Hasaranga","Right-hand bat","Right-arm legbreak","ALL ROUNDER"
178,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",6245,"Dinesh Chandimal","Right-hand bat","Right-arm offbreak","WICKET KEEPER"
179,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",9494,"Kusal Mendis","Right-hand bat",NULL,"WICKET KEEPER"
180,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",15586,"Lahiru Udara","Right-hand bat",NULL,"WICKET KEEPER"
181,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",13236,"Nishan Madushka","Right-hand bat",NULL,"WICKET KEEPER"
182,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",9495,"Sadeera Samarawickrama","Right-hand bat",NULL,"WICKET KEEPER"
183,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10938,"Asitha Fernando","Right-hand bat","Right-arm fast-medium",BOWLER
184,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",11498,"Prabath Jayasuriya","Right-hand bat","Left-arm orthodox",BOWLER
185,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10472,"Kasun Rajitha","Right-hand bat","Right-arm fast-medium",BOWLER
186,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",8483,"Akila Dananjaya","Left-hand bat","Right-arm offbreak",BOWLER
187,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",41309,"Isitha Wijesundera","Left-hand bat","Right-arm fast-medium",BOWLER
188,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10928,"Lahiru Kumara","Left-hand bat","Right-arm fast-medium",BOWLER
189,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",13675,"Nishan Peiris","Left-hand bat","Right-arm offbreak",BOWLER
190,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",8413,"Vishwa Fernando","Right-hand bat","Left-arm fast-medium",BOWLER
191,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10469,"Jeffrey Vandersay","Right-hand bat","Right-arm legbreak",BOWLER
192,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",14574,"Mohamed Shiraz","Right-hand bat","Right-arm fast-medium",BOWLER
193,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",46926,"Eshan Malinga","Left-hand bat","Right-arm fast-medium",BOWLER
194,5,"Sri Lanka",SL,"Sri Lanka","Test Teams",18504,"Maheesh Theekshana","Right-hand bat","Right-arm offbreak",BOWLER
195,6,Bangladesh,BAN,Bangladesh,"Test Teams",9864,"Najmul Hossain Shanto","Left-hand bat","Right-arm offbreak",BATSMEN
196,6,Bangladesh,BAN,Bangladesh,"Test Teams",8219,"Mominul Haque","Left-hand bat","Left-arm orthodox",BATSMEN
197,6,Bangladesh,BAN,Bangladesh,"Test Teams",13223,"Towhid Hridoy","Right-hand bat","Right-arm offbreak",BATSMEN
198,6,Bangladesh,BAN,Bangladesh,"Test Teams",9868,"Shadman Islam","Left-hand bat","Left-arm orthodox",BATSMEN
199,6,Bangladesh,BAN,Bangladesh,"Test Teams",8233,"Soumya Sarkar","Left-hand bat","Right-arm medium",BATSMEN
200,6,Bangladesh,BAN,Bangladesh,"Test Teams",14205,"Tanzid Hasan Tamim","Left-hand bat",NULL,BATSMEN
201,6,Bangladesh,BAN,Bangladesh,"Test Teams",1121,Mahmudullah,"Right-hand bat","Right-arm offbreak","ALL ROUNDER"
202,6,Bangladesh,BAN,Bangladesh,"Test Teams",11871,"Mahedi Hasan","Right-hand bat","Right-arm offbreak","ALL ROUNDER"
203,6,Bangladesh,BAN,Bangladesh,"Test Teams",11081,"Mehidy Hasan Miraz","Right-hand bat","Right-arm offbreak","ALL ROUNDER"
204,6,Bangladesh,BAN,Bangladesh,"Test Teams",8540,"Litton Das","Right-hand bat",NULL,"WICKET KEEPER"
205,6,Bangladesh,BAN,Bangladesh,"Test Teams",394,"Mushfiqur Rahim","Right-hand bat",NULL,"WICKET KEEPER"
206,6,Bangladesh,BAN,Bangladesh,"Test Teams",11088,"Jaker Ali","Right-hand bat",NULL,"WICKET KEEPER"
207,6,Bangladesh,BAN,Bangladesh,"Test Teams",8237,"Anamul Haque","Right-hand bat",NULL,"WICKET KEEPER"
208,6,Bangladesh,BAN,Bangladesh,"Test Teams",12174,"Mahidul Islam Ankon","Right-hand bat",NULL,"WICKET KEEPER"
209,6,Bangladesh,BAN,Bangladesh,"Test Teams",8548,"Taskin Ahmed","Left-hand bat","Right-arm fast",BOWLER
210,6,Bangladesh,BAN,Bangladesh,"Test Teams",8253,"Taijul Islam","Left-hand bat","Left-arm orthodox",BOWLER
211,6,Bangladesh,BAN,Bangladesh,"Test Teams",9863,"Mustafizur Rahman","Left-hand bat","Left-arm fast-medium",BOWLER
212,6,Bangladesh,BAN,Bangladesh,"Test Teams",13226,"Hasan Mahmud","Right-hand bat","Right-arm fast-medium",BOWLER
