teamId,teamName,teamSName,countryName,category,playerId,playerName,battingStyle,bowlingStyle,role,Matches_Test_bat,Matches_ODI_bat,Matches_T20_bat,Innings_Test_bat,Innings_ODI_bat,Innings_T20_bat,Runs_Test_bat,Runs_ODI_bat,Runs_T20_bat,Balls_Test_bat,Balls_ODI_bat,Balls_T20_bat,Highest_Test_bat,Highest_ODI_bat,Highest_T20_bat,Average_Test_bat,Average_ODI_bat,Average_T20_bat,SR_Test_bat,SR_ODI_bat,SR_T20_bat,"Not Out_Test_bat","Not Out_ODI_bat","Not Out_T20_bat",Ducks_Test_bat,Ducks_ODI_bat,Ducks_T20_bat,50s_Test_bat,50s_ODI_bat,50s_T20_bat,100s_Test_bat,100s_ODI_bat,100s_T20_bat,Matches_Test_bowl,Matches_ODI_bowl,Matches_T20_bowl,Matches_IPL_bowl,Innings_Test_bowl,Innings_ODI_bowl,Innings_T20_bowl,Balls_Test_bowl,Balls_ODI_bowl,Balls_T20_bowl,Runs_Test_bowl,Runs_ODI_bowl,Runs_T20_bowl,Maidens_Test_bowl,Maidens_ODI_bowl,Maidens_T20_bowl,Wickets_Test_bowl,Wickets_ODI_bowl,Wickets_T20_bowl,Avg_Test_bowl,Avg_ODI_bowl,Avg_T20_bowl,Eco_Test_bowl,Eco_ODI_bowl,Eco_T20_bowl,SR_Test_bowl,SR_ODI_bowl,SR_T20_bowl,5w_Test_bowl,5w_ODI_bowl,5w_T20_bowl
10,"West Indies",WI,"West Indies","Test Teams",9793,"Gudakesh Motie","Left-hand bat","Left-arm orthodox","ALL ROUNDER",11,31,39,17,19,20,265,332,163,418,306,126,55,63,33,22.08,23.71,12.54,63.40,108.50,129.37,5,5,7,2,1,3,1,2,0,0,0,0,11,31,39,0,19,30,37,1740,1501,738,946,1160,977,45,8,0,35,38,36,27.03,30.53,27.14,3.26,4.64,7.94,49.71,39.50,20.50,2,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",9804,"Hussain Talat","Left-hand bat","Right-arm medium","ALL ROUNDER",0,4,19,0,4,18,0,75,395,0,87,337,0,41,63,0.00,25.00,23.24,0.00,86.21,117.22,0,1,1,0,0,1,0,0,2,0,0,0,0,4,19,0,0,2,7,0,36,54,0,42,86,0,0,0,0,0,5,0.00,0.00,17.20,0.00,7.00,9.56,0.00,0.00,10.80,0,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",9807,"Kamran Ghulam","Right-hand bat","Left-arm orthodox","ALL ROUNDER",6,10,0,11,7,0,312,210,0,552,212,0,118,103,0,28.36,30.00,0.00,56.53,99.06,0.00,0,0,0,0,1,0,1,1,0,1,1,0,6,10,0,0,2,2,0,18,24,0,16,16,0,0,0,0,0,1,0,0.00,16.00,0.00,5.33,4.00,0.00,0.00,24.00,0.00,0,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",9812,"Saud Shakeel","Left-hand bat","Left-arm orthodox","ALL ROUNDER",19,19,0,36,16,0,1658,408,0,3345,478,0,208,68,0,50.24,27.20,0.00,49.57,85.36,0.00,3,1,0,2,0,0,9,4,0,4,0,0,19,19,0,0,4,3,0,37,47,0,57,37,0,0,0,0,0,1,0,0.00,37.00,0.00,9.24,4.72,0.00,0.00,47.00,0.00,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",9838,"Devon Conway","Left-hand bat","Right-arm medium","WICKET KEEPER",29,36,54,54,35,50,2081,1431,1542,3985,1631,1198,200,152,99,39.26,44.72,38.55,52.23,87.74,128.72,1,3,10,4,2,1,12,4,11,5,5,0,29,36,54,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",9848,"Fareed Ahmad Malik","Left-hand bat","Left-arm fast-medium",BOWLER,1,19,33,2,8,6,19,46,33,25,87,39,17,17,24,19.00,11.50,16.50,76.00,52.88,84.62,1,4,4,0,1,0,0,0,0,0,0,0,1,19,33,0,2,18,32,156,751,601,71,678,848,9,6,0,2,25,42,35.50,27.12,20.19,2.73,5.42,8.47,78.00,30.04,14.31,0,0,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",9858,"Zia-ur-Rehman Akbar","Right-hand bat","Left-arm orthodox",BOWLER,4,1,0,7,1,0,42,5,0,106,30,0,13,5,0,7.00,5.00,0.00,39.63,16.67,0.00,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,8,1,0,792,21,0,404,22,0,13,0,0,11,0,0,36.73,0.00,0.00,3.06,6.29,0.00,72.00,0.00,0.00,1,0,0
6,Bangladesh,BAN,Bangladesh,"Test Teams",9863,"Mustafizur Rahman","Left-hand bat","Left-arm fast-medium",BOWLER,15,112,113,22,57,33,66,166,87,162,339,117,16,20,15,4.40,7.55,4.58,40.75,48.97,74.36,7,35,14,8,10,7,0,0,0,0,0,0,15,112,113,60,25,111,112,2145,5423,2430,1139,4688,2960,76,36,8,31,175,142,36.74,26.79,20.85,3.19,5.19,7.31,69.19,30.99,17.11,0,5,2
6,Bangladesh,BAN,Bangladesh,"Test Teams",9864,"Najmul Hossain Shanto","Left-hand bat","Right-arm offbreak",BATSMEN,37,52,50,70,51,48,2189,1602,987,4158,2021,905,163,122,71,32.19,33.38,22.95,52.65,79.27,109.07,2,3,5,7,7,0,5,10,4,7,3,0,37,52,50,0,11,9,3,118,111,18,86,121,26,1,0,0,0,2,0,0.00,60.50,0.00,4.37,6.54,8.67,0.00,55.50,0.00,0,0,0
6,Bangladesh,BAN,Bangladesh,"Test Teams",9868,"Shadman Islam","Left-hand bat","Left-arm orthodox",BATSMEN,24,0,0,46,0,0,1207,0,0,2560,0,0,120,0,0,27.43,0.00,0.00,47.15,0.00,0.00,2,0,0,5,0,0,6,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",9976,"Mark Chapman","Left-hand bat","Left-arm orthodox",BATSMEN,0,30,90,0,26,80,0,868,1752,0,811,1316,0,132,104,0.00,39.45,26.55,0.00,107.03,133.14,0,4,14,0,1,4,0,3,9,0,3,1,0,30,90,0,0,0,7,0,0,84,0,0,99,0,0,0,0,0,4,0.00,0.00,24.75,0.00,0.00,7.07,0.00,0.00,21.00,0,0,0
9,England,ENG,England,"Test Teams",10045,"Liam Livingstone","Right-hand bat","Right-arm legbreak","ALL ROUNDER",1,39,60,2,36,47,16,932,955,18,862,641,9,124,103,16.00,31.07,25.13,88.89,108.13,148.99,1,6,9,0,4,3,0,4,2,0,1,1,1,39,60,49,0,31,41,0,968,576,0,982,838,0,2,1,0,25,33,0.00,39.28,25.39,0.00,6.09,8.73,0.00,38.72,17.45,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",10100,"Mitchell Santner","Left-hand bat","Left-arm orthodox","ALL ROUNDER",32,118,114,44,86,76,1085,1438,735,2300,1584,612,126,67,77,25.83,26.15,16.70,47.18,90.79,120.10,2,31,32,3,3,5,4,3,1,1,0,0,32,118,114,31,54,112,112,5551,5607,2376,2603,4505,2799,188,24,3,78,126,124,33.37,35.75,22.57,2.81,4.82,7.07,71.17,44.50,19.16,2,2,0
3,Pakistan,PAK,Pakistan,"Test Teams",10101,"Salman Agha","Right-hand bat","Right-arm offbreak","ALL ROUNDER",21,41,22,40,34,20,1317,1116,438,2113,1154,373,132,134,56,38.74,39.86,29.20,62.33,96.71,117.43,6,6,5,2,0,1,9,6,4,3,1,0,21,41,23,0,29,30,8,1777,940,78,1123,904,100,27,0,0,19,17,4,59.11,53.18,25.00,3.79,5.77,7.69,93.53,55.29,19.50,0,0,0
4,Australia,AUS,Australia,"Test Teams",10182,"Marnus Labuschagne","Right-hand bat","Right-arm legbreak",BATSMEN,58,66,1,104,58,1,4435,1871,2,8583,2239,4,215,124,2,46.20,34.65,2.00,51.68,83.57,50.00,8,4,0,4,3,0,23,12,0,11,2,0,58,66,1,0,46,16,0,1268,323,0,795,358,0,20,1,0,13,10,0,61.15,35.80,0.00,3.76,6.65,0.00,97.54,32.30,0.00,0,0,0
27,Ireland,IRE,Ireland,"Test Teams",10195,"Peter Moor","Right-hand bat","Right-arm offbreak","WICKET KEEPER",15,49,21,30,45,19,734,828,364,1569,1225,286,83,58,92,25.31,20.70,24.27,46.79,67.60,127.28,1,5,4,4,3,0,6,4,1,0,0,0,15,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
2,India,IND,India,"Test Teams",10276,"Ishan Kishan","Left-hand bat",NULL,"WICKET KEEPER",2,27,32,3,24,32,78,933,796,91,913,640,52,210,89,78.00,42.41,25.68,85.72,102.20,124.38,2,2,1,0,1,1,1,7,6,0,1,0,2,27,32,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
4,Australia,AUS,Australia,"Test Teams",10280,"Jhye Richardson","Right-hand bat","Right-arm fast",BOWLER,3,15,18,3,9,8,18,93,45,14,107,51,9,29,11,6.00,18.60,15.00,128.58,86.92,88.24,0,4,5,0,0,1,0,0,0,0,0,0,3,15,18,4,6,15,18,535,810,396,243,793,556,28,11,0,11,27,19,22.09,29.37,29.26,2.73,5.87,8.42,48.64,30.00,20.84,1,0,0
10,"West Indies",WI,"West Indies","Test Teams",10384,"Shai Hope","Right-hand bat",NULL,"WICKET KEEPER",41,142,51,78,137,49,1839,5879,1210,4349,7412,879,147,170,102,24.52,49.82,28.14,42.29,79.32,137.66,3,19,6,2,6,3,5,29,7,2,18,1,41,142,51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
9,England,ENG,England,"Test Teams",10420,"Sam Curran","Left-hand bat","Left-arm fast-medium","ALL ROUNDER",24,35,58,38,27,34,815,597,356,1271,649,286,78,95,50,24.70,24.88,14.24,64.13,91.99,124.48,5,3,9,7,1,0,3,2,1,0,0,0,24,35,58,64,42,35,57,3091,1325,1043,1669,1376,1462,96,10,2,47,33,54,35.51,41.70,27.07,3.24,6.23,8.41,65.77,40.15,19.31,0,1,1
27,Ireland,IRE,Ireland,"Test Teams",10449,"Mark Adair","Right-hand bat","Right-arm fast",BOWLER,7,54,89,13,39,64,313,469,755,443,452,591,88,32,72,28.45,18.04,15.10,70.66,103.77,127.75,2,13,14,2,3,5,2,0,1,0,0,0,7,54,89,0,13,52,89,1192,2487,1922,715,2411,2491,32,24,2,25,71,128,28.60,33.96,19.46,3.60,5.82,7.78,47.68,35.03,15.02,1,0,0
27,Ireland,IRE,Ireland,"Test Teams",10451,"Barry McCarthy","Right-hand bat","Right-arm fast-medium",BOWLER,3,48,57,4,31,36,17,220,286,70,357,246,11,41,51,4.25,9.17,12.43,24.29,61.63,116.27,0,7,13,1,5,7,0,0,1,0,0,0,3,48,57,0,6,48,57,543,2405,1229,248,2366,1758,15,14,3,14,81,57,17.71,29.21,30.84,2.74,5.90,8.58,38.79,29.69,21.56,0,1,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10469,"Jeffrey Vandersay","Right-hand bat","Right-arm legbreak",BOWLER,2,27,17,4,15,10,71,112,35,77,234,40,53,25,8,17.75,11.20,11.67,92.21,47.87,87.50,0,5,7,0,2,0,1,0,0,0,0,0,2,27,17,0,2,26,17,288,1185,368,250,1065,489,0,6,1,5,40,8,50.00,26.63,61.13,5.21,5.39,7.97,57.60,29.63,46.00,0,1,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10472,"Kasun Rajitha","Right-hand bat","Right-arm fast-medium",BOWLER,17,34,18,24,19,8,133,117,31,551,184,53,22,33,9,7.00,9.75,10.33,24.14,63.59,58.50,5,7,5,6,4,1,0,0,0,0,0,0,17,34,18,0,29,34,18,2996,1527,396,1628,1554,615,102,5,1,55,43,17,29.60,36.14,36.18,3.26,6.11,9.32,54.47,35.51,23.29,2,0,0
9,England,ENG,England,"Test Teams",10479,"Philip Salt","Right-hand bat","Right-arm offbreak","WICKET KEEPER",0,33,43,0,31,40,0,988,1193,0,861,726,0,122,119,0.00,31.87,34.09,0.00,114.76,164.33,0,0,5,0,1,4,0,5,5,0,1,3,0,33,43,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
2,India,IND,India,"Test Teams",10551,"Prasidh Krishna","Right-hand bat","Right-arm fast",BOWLER,6,17,5,10,7,0,10,2,0,65,17,0,5,2,0,2.00,1.00,0.00,15.39,11.77,0.00,5,5,0,3,2,0,0,0,0,0,0,0,6,17,5,66,11,17,5,960,794,120,756,742,220,14,7,0,22,29,8,34.36,25.59,27.50,4.72,5.61,11.00,43.64,27.38,15.00,0,0,0
2,India,IND,India,"Test Teams",10636,"Rajat Patidar","Right-hand bat","Right-arm offbreak",BATSMEN,3,1,0,6,1,0,63,22,0,164,16,0,32,22,0,10.50,22.00,0.00,38.42,137.50,0.00,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
4,Australia,AUS,Australia,"Test Teams",10637,"Josh Inglis","Right-hand bat",NULL,"WICKET KEEPER",3,33,36,4,29,35,119,766,878,144,720,534,102,120,110,29.75,29.46,30.28,82.64,106.39,164.42,0,3,6,1,2,4,0,4,2,1,1,2,3,33,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",10692,"Lockie Ferguson","Right-hand bat","Right-arm fast",BOWLER,1,65,43,2,30,15,1,122,29,9,235,36,1,19,14,0.00,7.18,3.63,11.12,51.92,80.56,2,13,7,0,4,4,0,0,0,0,0,0,1,65,43,49,1,64,43,66,3300,919,47,3124,1087,1,13,5,0,99,64,0.00,31.56,16.98,4.27,5.68,7.10,0.00,33.33,14.36,0,1,1
13,"New Zealand",NZ,"New Zealand","Test Teams",10693,"Glenn Phillips","Right-hand bat","Right-arm offbreak","ALL ROUNDER",15,44,83,27,36,74,728,1112,1928,1005,1091,1372,87,106,108,33.09,39.71,31.10,72.44,101.93,140.53,5,8,12,2,1,3,5,5,10,0,1,2,15,44,83,8,19,29,13,1602,726,128,963,737,157,23,1,0,31,16,6,31.06,46.06,26.17,3.61,6.09,7.36,51.68,45.38,21.33,1,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",10694,"Henry Nicholls","Left-hand bat","Right-arm offbreak",BATSMEN,58,81,10,90,79,9,3161,2180,100,6225,2713,112,200,124,36,39.02,34.60,12.50,50.78,80.36,89.29,9,16,1,6,6,0,12,15,0,10,1,0,58,81,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",10713,"Daryl Mitchell","Right-hand bat","Right-arm medium","ALL ROUNDER",33,52,79,53,47,74,2139,2041,1540,3976,2155,1118,190,134,72,44.56,48.60,27.02,53.80,94.71,137.75,5,5,17,1,0,2,15,9,8,5,6,0,33,52,79,15,22,16,13,727,327,107,385,318,189,28,1,0,3,14,9,128.33,22.71,21.00,3.18,5.83,10.60,242.33,23.36,11.89,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",10717,"Tom Blundell","Right-hand bat","Right-arm offbreak","WICKET KEEPER",42,12,9,70,12,8,2140,266,91,4019,307,94,138,68,30,33.97,29.56,15.17,53.25,86.65,96.81,7,3,2,6,0,0,11,2,0,5,0,0,42,12,9,0,1,0,0,18,0,0,13,0,0,0,0,0,0,0,0,0.00,0.00,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0,0,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",10738,"Rashid Khan","Right-hand bat","Right-arm legbreak","ALL ROUNDER",6,114,99,9,87,61,154,1384,514,180,1320,390,51,60,48,17.11,19.49,14.69,85.56,104.85,131.80,0,16,26,0,8,7,1,5,0,0,0,0,6,114,99,136,11,106,99,1864,5741,2264,920,4060,2299,53,35,1,45,199,167,20.44,20.40,13.77,2.96,4.24,6.09,41.42,28.85,13.56,5,5,2
2,India,IND,India,"Test Teams",10744,"Rishabh Pant","Left-hand bat",NULL,"WICKET KEEPER",47,31,76,82,27,66,3427,871,1209,4622,820,949,159,125,65,44.51,33.50,23.25,74.15,106.22,127.40,5,1,14,3,3,4,18,5,3,8,1,0,47,31,76,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
2,India,IND,India,"Test Teams",10754,"Mukesh Kumar","Right-hand bat","Right-arm fast-medium",BOWLER,3,6,17,4,2,4,0,10,5,6,16,5,0,6,4,0.00,10.00,5.00,0.00,62.50,100.00,3,1,3,1,0,1,0,0,0,0,0,0,3,6,17,32,6,6,17,284,234,324,179,217,487,16,4,0,7,5,20,25.57,43.40,24.35,3.78,5.56,9.02,40.57,46.80,16.20,0,0,0
2,India,IND,India,"Test Teams",10808,"Mohammed Siraj","Right-hand bat","Right-arm fast",BOWLER,41,44,16,57,17,5,151,55,14,433,129,16,16,9,7,4.72,7.86,7.00,34.88,42.64,87.50,25,10,3,14,1,1,0,0,0,0,0,0,41,44,16,108,76,43,16,6419,1975,348,3820,1708,452,190,32,2,123,71,14,31.06,24.06,32.29,3.57,5.19,7.79,52.19,27.82,24.86,5,1,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",10828,"Zahir Khan","Left-hand bat","Left-arm wrist-spin",BOWLER,6,1,4,11,0,1,8,0,0,59,0,2,4,0,0,1.33,0.00,0.00,13.56,0.00,0.00,5,0,0,5,0,1,0,0,0,0,0,0,6,1,4,0,10,1,3,900,60,48,699,55,50,3,0,0,15,2,3,46.60,27.50,16.67,4.66,5.50,6.25,60.00,30.00,16.00,0,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",10863,"Fakhar Zaman","Left-hand bat","Left-arm orthodox",BATSMEN,3,86,99,6,85,91,192,3651,1975,359,3890,1503,94,210,91,32.00,46.22,22.44,53.49,93.86,131.41,0,6,3,0,6,6,2,17,11,0,11,0,3,86,100,0,0,7,1,0,135,6,0,111,12,0,0,0,0,1,0,0.00,111.00,0.00,0.00,4.93,12.00,0.00,135.00,0.00,0,0,0
2,India,IND,India,"Test Teams",10896,"Rinku Singh","Left-hand bat","Right-arm offbreak",BATSMEN,0,2,33,0,2,24,0,55,546,0,41,339,0,38,69,0.00,27.50,42.00,0.00,134.15,161.07,0,0,11,0,0,1,0,0,3,0,0,0,0,2,33,58,0,1,1,0,6,6,0,2,3,0,0,0,0,1,2,0.00,2.00,1.50,0.00,2.00,3.00,0.00,6.00,3.00,0,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10926,"Wanindu Hasaranga","Right-hand bat","Right-arm legbreak","ALL ROUNDER",4,66,79,7,54,67,196,1030,712,227,952,552,59,80,71,28.00,22.39,13.43,86.35,108.20,128.99,0,8,14,0,3,8,1,4,2,0,0,0,4,66,79,37,7,65,77,674,3065,1734,403,2599,2019,8,26,2,4,108,131,100.75,24.06,15.41,3.59,5.09,6.99,168.50,28.38,13.24,0,4,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10928,"Lahiru Kumara","Left-hand bat","Right-arm fast-medium",BOWLER,34,32,26,50,19,6,135,62,10,458,140,11,13,10,4,4.66,5.64,3.33,29.48,44.29,90.91,21,8,3,16,1,1,0,0,0,0,0,0,34,32,26,0,57,32,25,5810,1299,544,3749,1404,755,136,4,1,104,42,33,36.05,33.43,22.88,3.87,6.48,8.33,55.87,30.93,16.48,1,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10934,"Charith Asalanka","Left-hand bat","Right-arm offbreak","ALL ROUNDER",3,78,61,6,70,60,88,2621,1263,171,2869,988,29,127,80,14.67,43.68,23.83,51.47,91.36,127.84,0,10,7,0,5,7,0,17,6,0,5,0,3,78,61,0,2,29,10,25,611,103,16,509,149,0,4,0,0,17,6,0.00,29.94,24.83,3.84,5.00,8.68,0.00,35.94,17.17,0,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10938,"Asitha Fernando","Right-hand bat","Right-arm fast-medium",BOWLER,24,25,7,34,7,3,58,7,11,222,27,5,11,3,10,3.22,2.33,0.00,26.13,25.93,220.00,16,4,3,11,2,0,0,0,0,0,0,0,24,25,7,0,41,24,6,3721,960,120,2187,910,208,82,3,0,80,35,4,27.34,26.00,52.00,3.53,5.69,10.40,46.51,27.43,30.00,2,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10939,"Avishka Fernando","Right-hand bat","Right-arm fast-medium",BATSMEN,0,51,39,0,50,37,0,1589,376,0,1787,408,0,127,37,0.00,31.78,11.06,0.00,88.92,92.16,0,0,3,0,5,5,0,9,0,0,4,0,0,51,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",10940,"Kamindu Mendis","Left-hand bat","Right-arm offbreak","ALL ROUNDER",14,24,24,24,23,22,1316,464,402,2063,593,326,182,64,65,62.67,27.29,19.14,63.80,78.25,123.32,3,6,1,0,2,2,5,3,2,5,0,0,14,24,24,5,7,13,10,126,276,126,112,303,169,0,0,0,3,6,3,37.33,50.50,56.33,5.33,6.59,8.05,42.00,46.00,42.00,0,0,0
2,India,IND,India,"Test Teams",10945,"Washington Sundar","Left-hand bat","Right-arm offbreak","ALL ROUNDER",13,23,54,24,15,22,752,329,193,1607,394,159,101,51,50,44.24,23.50,13.79,46.80,83.51,121.39,7,1,8,3,0,4,5,1,1,1,0,0,13,23,54,66,22,20,52,1618,828,975,911,669,1128,28,5,1,32,24,48,28.47,27.88,23.50,3.38,4.85,6.94,50.56,34.50,20.31,1,0,0
11,"South Africa",RSA,"South Africa","Test Teams",10973,"Zubayr Hamza","Right-hand bat","Right-arm legbreak",BATSMEN,8,1,0,16,1,0,307,56,0,738,79,0,62,56,0,19.19,56.00,0.00,41.60,70.89,0.00,0,0,0,2,0,0,1,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",11071,"Ikram Alikhil","Left-hand bat",NULL,"WICKET KEEPER",2,32,0,3,22,0,29,384,0,96,567,0,21,86,0,9.67,22.59,0.00,30.21,67.73,0.00,0,5,0,0,0,0,0,3,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",11077,"Karim Janat","Right-hand bat","Right-arm fast-medium","ALL ROUNDER",2,3,70,4,3,51,95,32,722,182,47,614,41,22,56,31.67,10.67,18.05,52.20,68.09,117.59,1,0,11,0,0,5,0,0,4,0,0,0,2,3,70,1,3,3,49,150,78,835,105,90,1140,3,0,0,0,0,42,0.00,0.00,27.14,4.20,6.92,8.19,0.00,0.00,19.88,0,0,1
6,Bangladesh,BAN,Bangladesh,"Test Teams",11081,"Mehidy Hasan Miraz","Right-hand bat","Right-arm offbreak","ALL ROUNDER",54,108,34,98,79,29,2110,1654,418,4159,2142,358,104,112,46,23.98,23.97,16.72,50.74,77.22,116.76,10,10,4,6,5,2,9,6,0,2,2,0,54,108,34,0,94,105,31,12696,5217,468,6634,4193,667,328,35,0,205,113,18,32.36,37.11,37.06,3.14,4.82,8.55,61.93,46.17,26.00,13,0,0
6,Bangladesh,BAN,Bangladesh,"Test Teams",11088,"Jaker Ali","Right-hand bat",NULL,"WICKET KEEPER",6,10,35,11,10,30,337,366,571,595,443,452,91,68,72,30.64,45.75,27.19,56.64,82.62,126.33,0,2,9,0,0,1,4,3,3,0,0,0,6,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
27,Ireland,IRE,Ireland,"Test Teams",11124,"Benjamin White","Right-hand bat","Right-arm legbreak",BOWLER,3,2,36,6,0,9,1,0,22,30,0,45,1,0,7,0.50,0.00,22.00,3.34,0.00,48.89,4,0,8,1,0,0,0,0,0,0,0,0,3,2,36,0,4,2,34,459,108,678,436,118,925,1,0,0,4,1,35,109.00,118.00,26.43,5.70,6.56,8.19,114.75,108.00,19.37,0,0,0
27,Ireland,IRE,Ireland,"Test Teams",11127,"Stephen Doheny","Right-hand bat",NULL,"WICKET KEEPER",0,11,3,0,9,3,0,165,19,0,264,21,0,84,15,0.00,18.33,6.33,0.00,62.50,90.48,0,0,0,0,1,0,0,1,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
27,Ireland,IRE,Ireland,"Test Teams",11128,"Joshua Little","Right-hand bat","Left-arm fast-medium",BOWLER,0,42,72,0,15,32,0,81,132,0,87,154,0,29,22,0.00,8.10,11.00,0.00,93.11,85.72,0,5,20,0,3,4,0,0,0,0,0,0,0,42,72,11,0,40,71,0,2021,1586,0,2095,1978,0,12,3,0,61,82,0.00,34.34,24.12,0.00,6.22,7.48,0.00,33.13,19.34,0,1,0
27,Ireland,IRE,Ireland,"Test Teams",11130,"Harry Tector","Right-hand bat","Right-arm offbreak",BATSMEN,7,54,85,14,49,77,391,1992,1443,896,2392,1205,85,140,64,27.93,46.33,22.55,43.64,83.28,119.76,0,6,13,3,4,5,4,14,5,0,5,0,7,54,85,0,5,10,12,90,246,156,85,262,166,0,0,0,0,4,8,0.00,65.50,20.75,5.67,6.39,6.38,0.00,61.50,19.50,0,0,0
27,Ireland,IRE,Ireland,"Test Teams",11131,"Lorcan Tucker","Right-hand bat",NULL,"WICKET KEEPER",7,58,78,14,48,72,571,1054,1364,895,1258,1112,108,85,94,43.92,25.10,21.31,63.80,83.79,122.67,1,6,8,1,3,7,3,5,9,1,0,0,7,58,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
12,Zimbabwe,ZIM,Zimbabwe,"Test Teams",11148,"Prince Masvaure","Left-hand bat","Left-arm fast-medium",BATSMEN,10,2,0,19,2,0,451,40,0,1268,60,0,74,39,0,25.06,20.00,0.00,35.57,66.67,0.00,1,0,0,2,0,0,4,0,0,0,0,0,10,2,0,0,2,1,0,84,18,0,61,19,0,0,0,0,0,0,0,0.00,0.00,0.00,4.36,6.33,0.00,0.00,0.00,0.00,0,0,0
12,Zimbabwe,ZIM,Zimbabwe,"Test Teams",11153,"Victor Nyauchi","Right-hand bat","Right-arm fast-medium",BOWLER,11,10,2,16,6,1,77,43,1,205,52,3,13,26,1,7.70,7.17,0.00,37.57,82.70,33.34,6,0,1,3,2,0,0,0,0,0,0,0,11,10,2,0,18,10,2,1688,402,42,960,353,66,47,5,0,23,7,3,41.74,50.43,22.00,3.41,5.27,9.43,73.39,57.43,14.00,1,0,0
