teamId,teamName,teamSName,countryName,category,playerId,playerName,battingStyle,bowlingStyle,role,Matches_Test_bat,Matches_ODI_bat,Matches_T20_bat,Innings_Test_bat,Innings_ODI_bat,Innings_T20_bat,Runs_Test_bat,Runs_ODI_bat,Runs_T20_bat,Balls_Test_bat,Balls_ODI_bat,Balls_T20_bat,Highest_Test_bat,Highest_ODI_bat,Highest_T20_bat,Average_Test_bat,Average_ODI_bat,Average_T20_bat,SR_Test_bat,SR_ODI_bat,SR_T20_bat,"Not Out_Test_bat","Not Out_ODI_bat","Not Out_T20_bat",Ducks_Test_bat,Ducks_ODI_bat,Ducks_T20_bat,50s_Test_bat,50s_ODI_bat,50s_T20_bat,100s_Test_bat,100s_ODI_bat,100s_T20_bat,Matches_Test_bowl,Matches_ODI_bowl,Matches_T20_bowl,Matches_IPL_bowl,Innings_Test_bowl,Innings_ODI_bowl,Innings_T20_bowl,Balls_Test_bowl,Balls_ODI_bowl,Balls_T20_bowl,Runs_Test_bowl,Runs_ODI_bowl,Runs_T20_bowl,Maidens_Test_bowl,Maidens_ODI_bowl,Maidens_T20_bowl,Wickets_Test_bowl,Wickets_ODI_bowl,Wickets_T20_bowl,Avg_Test_bowl,Avg_ODI_bowl,Avg_T20_bowl,Eco_Test_bowl,Eco_ODI_bowl,Eco_T20_bowl,SR_Test_bowl,SR_ODI_bowl,SR_T20_bowl,5w_Test_bowl,5w_ODI_bowl,5w_T20_bowl
10,"West Indies",WI,"West Indies","Test Teams",8313,"Jason Holder","Right-hand bat","Right-arm fast-medium","ALL ROUNDER",69,138,75,123,114,55,3073,2237,672,5595,2479,487,202,99,38,29.83,24.86,18.16,54.93,90.24,137.99,20,24,18,11,11,9,14,12,0,3,0,0,69,138,75,46,122,134,72,11305,6402,1600,4924,5878,2324,484,64,2,162,159,82,30.40,36.97,28.34,2.61,5.51,8.72,69.78,40.26,19.51,8,2,1
9,England,ENG,England,"Test Teams",8349,"Reece Topley","Right-hand bat","Left-arm fast-medium",BOWLER,0,30,35,0,14,10,0,35,17,0,70,20,0,15,9,0.00,11.67,8.50,0.00,50.00,85.00,0,11,8,0,1,1,0,0,0,0,0,0,0,30,35,6,0,30,35,0,1392,706,0,1257,978,0,17,0,0,47,33,0.00,26.74,29.64,0.00,5.42,8.31,0.00,29.62,21.39,0,1,0
3,Pakistan,PAK,Pakistan,"Test Teams",8359,"Babar Azam","Right-hand bat","Right-arm offbreak",BATSMEN,59,134,128,108,131,121,4235,6291,4223,7787,7179,3268,196,158,122,42.78,54.23,39.84,54.39,87.64,129.23,9,15,15,8,5,7,29,37,36,9,19,3,59,134,128,0,8,0,0,90,0,0,42,0,0,2,0,0,2,0,0,21.00,0.00,0.00,2.80,0.00,0.00,45.00,0.00,0.00,0,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",8364,Imam-ul-Haq,"Left-hand bat",NULL,BATSMEN,24,75,2,46,74,2,1568,3152,21,3404,3846,25,157,151,14,37.33,46.35,10.50,46.07,81.96,84.00,4,6,0,4,3,0,9,20,0,3,9,0,24,75,2,0,1,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0,0,0
9,England,ENG,England,"Test Teams",8383,"Mark Wood","Right-hand bat","Right-arm fast",BOWLER,37,70,38,62,29,7,807,168,27,1141,167,28,52,43,10,15.82,12.92,13.50,70.73,100.60,96.43,11,16,5,10,5,1,1,0,0,0,0,0,37,70,38,5,69,69,37,6544,3506,776,3621,3267,1099,196,19,1,119,80,54,30.43,40.84,20.35,3.32,5.59,8.50,54.99,43.83,14.37,5,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",8413,"Vishwa Fernando","Right-hand bat","Left-arm fast-medium",BOWLER,28,8,1,40,8,1,161,30,2,618,61,2,38,7,2,7.00,15.00,2.00,26.06,49.19,100.00,17,6,0,13,1,0,0,0,0,0,0,0,28,8,1,0,49,8,1,4422,297,12,2595,337,16,102,4,0,81,5,0,32.04,67.40,0.00,3.52,6.81,8.00,54.59,59.40,0.00,1,0,0
10,"West Indies",WI,"West Indies","Test Teams",8431,"John Campbell","Left-hand bat","Right-arm offbreak","ALL ROUNDER",23,6,2,46,5,2,994,248,11,1875,214,16,68,179,11,24.85,49.60,5.50,53.02,115.89,68.75,6,0,0,4,0,1,3,0,0,0,1,0,23,6,2,0,2,1,1,61,6,6,30,13,1,0,0,0,0,0,0,0.00,0.00,0.00,2.95,13.00,1.00,0.00,0.00,0.00,0,0,0
10,"West Indies",WI,"West Indies","Test Teams",8433,"Justin Greaves","Right-hand bat","Right-arm medium","ALL ROUNDER",9,15,1,18,14,1,305,315,6,585,301,5,115,50,6,19.06,31.50,6.00,52.14,104.66,120.00,2,4,0,0,0,0,0,1,0,1,0,0,9,15,1,0,14,7,0,738,282,0,418,294,0,15,0,0,15,4,0,27.87,73.50,0.00,3.40,6.26,0.00,49.20,70.50,0.00,0,0,0
10,"West Indies",WI,"West Indies","Test Teams",8434,"Kavem Hodge","Right-hand bat","Left-arm orthodox",BATSMEN,11,4,0,22,3,0,556,37,0,1110,47,0,120,26,0,25.27,12.33,0.00,50.10,78.73,0.00,0,0,0,2,1,0,3,0,0,1,0,0,11,4,0,0,6,4,0,156,108,0,105,113,0,0,0,0,2,2,0,52.50,56.50,0.00,4.04,6.28,0.00,78.00,54.00,0.00,0,0,0
10,"West Indies",WI,"West Indies","Test Teams",8435,"Akeal Hosein","Left-hand bat","Left-arm orthodox",BOWLER,0,38,78,0,28,32,0,266,272,0,364,247,0,60,44,0.00,14.00,16.00,0.00,73.08,110.13,0,9,15,0,3,3,0,1,0,0,0,0,0,38,78,1,0,38,74,0,2090,1616,0,1687,1958,0,12,2,0,57,72,0.00,29.60,27.19,0.00,4.84,7.27,0.00,36.67,22.44,0,0,1
12,Zimbabwe,ZIM,Zimbabwe,"Test Teams",8460,"Wellington Masakadza","Left-hand bat","Left-arm orthodox",BOWLER,7,42,67,14,26,39,159,243,245,523,386,263,57,40,34,13.25,11.05,9.07,30.41,62.96,93.16,2,4,12,0,5,2,1,0,0,0,0,0,7,42,67,0,11,39,63,1381,1745,1114,790,1421,1365,37,8,2,19,33,44,41.58,43.06,31.02,3.43,4.89,7.35,72.68,52.88,25.32,0,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",8483,"Akila Dananjaya","Left-hand bat","Right-arm offbreak",BOWLER,6,42,33,10,32,16,135,323,65,254,451,72,43,50,11,16.88,12.42,8.13,53.15,71.62,90.28,2,6,8,3,3,2,0,1,0,0,0,0,6,42,33,1,12,40,33,1385,2115,701,819,1809,965,33,6,1,33,59,30,24.82,30.66,32.17,3.55,5.13,8.26,41.97,35.85,23.37,4,2,0
4,Australia,AUS,Australia,"Test Teams",8497,"Travis Head","Left-hand bat","Right-arm offbreak",BATSMEN,60,76,41,101,73,40,3963,2942,1119,5856,2774,714,175,154,91,41.72,43.91,31.08,67.68,106.06,156.73,6,6,4,7,3,2,20,17,5,9,7,0,60,76,41,38,39,42,4,875,1191,36,526,1136,56,11,0,0,16,28,1,32.88,40.57,56.00,3.61,5.72,9.33,54.69,42.54,36.00,0,0,0
9,England,ENG,England,"Test Teams",8502,"Ben Duckett","Left-hand bat","Right-arm offbreak",BATSMEN,38,26,20,70,26,20,2872,1181,527,3334,1123,343,182,165,84,42.87,47.24,29.28,86.15,105.17,153.65,3,1,2,5,3,1,16,8,3,6,3,0,38,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
9,England,ENG,England,"Test Teams",8512,"Jamie Overton","Right-hand bat","Right-arm fast","ALL ROUNDER",2,6,12,3,6,8,106,82,50,157,83,47,97,32,19,35.33,13.67,8.33,67.52,98.80,106.39,0,0,2,1,1,1,1,0,0,0,0,0,2,6,12,3,4,5,8,450,176,136,310,172,186,6,0,0,4,7,11,77.50,24.57,16.91,4.13,5.86,8.21,112.50,25.14,12.36,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",8530,"Prenelan Subrayen","Right-hand bat","Right-arm offbreak","ALL ROUNDER",1,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0.00,1.00,0.00,0.00,50.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,144,60,0,78,46,0,4,0,0,4,1,0,19.50,46.00,0.00,3.25,4.60,0.00,36.00,60.00,0.00,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",8531,"Lizaad Williams","Left-hand bat","Right-arm fast-medium",BOWLER,2,7,15,3,3,7,25,17,6,71,23,17,13,13,2,8.33,5.67,1.50,35.22,73.92,35.30,0,0,3,1,0,3,0,0,0,0,0,0,2,7,15,2,2,7,15,185,364,310,105,362,491,5,5,0,3,16,20,35.00,22.63,24.55,3.41,5.97,9.50,61.67,22.75,15.50,0,0,0
6,Bangladesh,BAN,Bangladesh,"Test Teams",8540,"Litton Das","Right-hand bat",NULL,"WICKET KEEPER",50,95,109,88,94,107,2929,2569,2365,4967,2990,1881,141,176,83,33.67,29.19,23.19,58.97,85.92,125.74,1,6,5,2,16,6,18,12,13,4,5,0,50,95,109,1,1,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0.00,0.00,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0,0,0
6,Bangladesh,BAN,Bangladesh,"Test Teams",8543,"Nasum Ahmed ","Left-hand bat","Left-arm orthodox",BOWLER,0,18,37,0,11,17,0,186,73,0,205,82,0,44,19,0.00,20.67,9.13,0.00,90.74,89.03,0,2,9,0,0,4,0,0,0,0,0,0,0,18,37,0,0,17,36,0,880,693,0,658,830,0,15,3,0,16,39,0.00,41.13,21.28,0.00,4.49,7.19,0.00,55.00,17.77,0,0,0
6,Bangladesh,BAN,Bangladesh,"Test Teams",8548,"Taskin Ahmed","Left-hand bat","Right-arm fast",BOWLER,17,81,78,29,45,36,261,233,200,565,413,210,75,21,31,10.88,7.28,10.00,46.20,56.42,95.24,5,13,16,3,9,6,1,0,0,0,0,0,17,81,78,0,32,79,76,3176,3842,1635,1924,3434,2063,86,32,4,49,117,94,39.27,29.35,21.95,3.63,5.36,7.57,64.82,32.84,17.39,1,2,0
13,"New Zealand",NZ,"New Zealand","Test Teams",8549,"Will Young","Right-hand bat","Right-arm offbreak",BATSMEN,22,46,20,39,46,19,1178,1674,344,2535,1934,338,89,120,56,32.72,40.83,18.11,46.47,86.56,101.78,3,5,0,1,5,0,11,10,2,0,4,0,22,46,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",8554,"Jacob Duffy","Right-hand bat","Right-arm fast-medium",BOWLER,1,14,27,1,7,5,36,12,19,55,20,23,36,4,8,36.00,12.00,6.33,65.46,60.00,82.61,0,6,2,0,1,1,0,0,0,0,0,0,1,14,27,0,2,14,26,103,634,532,52,647,621,2,3,0,2,26,38,26.00,24.88,16.34,3.03,6.12,7.00,51.50,24.38,14.00,0,0,0
96,Afghanistan,AFG,Afghanistan,"Test Teams",8571,"Rahmat Shah","Right-hand bat","Right-arm legbreak",BATSMEN,11,123,1,21,118,1,970,3976,3,1820,5579,6,234,114,3,46.19,35.19,3.00,53.30,71.27,50.00,0,5,0,4,5,0,5,31,0,3,5,0,11,123,1,0,4,29,0,84,543,0,53,532,0,1,2,0,1,15,0,53.00,35.47,0.00,3.79,5.88,0.00,84.00,36.20,0.00,0,1,0
9,England,ENG,England,"Test Teams",8578,"Jack Leach","Left-hand bat","Left-arm orthodox",BOWLER,38,0,0,59,0,0,498,0,0,1334,0,0,92,0,0,13.46,0.00,0.00,37.34,0.00,0.00,22,0,0,7,0,0,1,0,0,0,0,0,38,0,0,0,67,0,0,9402,0,0,4838,0,0,307,0,0,142,0,0,34.07,0.00,0.00,3.09,0.00,0.00,66.21,0.00,0.00,5,0,0
10,"West Indies",WI,"West Indies","Test Teams",8579,"Evin Lewis","Left-hand bat",NULL,BATSMEN,0,70,65,0,67,64,0,2279,1782,0,2645,1155,0,176,125,0.00,36.17,29.21,0.00,86.17,154.29,0,4,3,0,3,6,0,12,13,0,5,2,0,70,65,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",8583,"Temba Bavuma","Right-hand bat","Right-arm medium",BATSMEN,64,51,36,110,50,35,3708,1937,670,7544,2198,567,172,144,72,38.23,41.21,20.94,49.16,88.13,118.17,13,3,3,10,2,6,25,8,1,4,5,0,64,51,36,0,5,1,0,96,37,0,61,22,0,1,0,0,1,0,0,61.00,0.00,0.00,3.81,3.57,0.00,96.00,0.00,0.00,0,0,0
4,Australia,AUS,Australia,"Test Teams",8631,"Scott Boland","Right-hand bat","Right-arm fast-medium",BOWLER,14,14,3,17,4,0,83,9,0,273,22,0,20,4,0,8.30,3.00,0.00,30.41,40.91,0.00,7,1,0,3,1,0,0,0,0,0,0,0,14,14,3,2,27,13,3,2232,716,66,1025,725,90,95,3,0,62,16,3,16.53,45.31,30.00,2.76,6.08,8.18,36.00,44.75,22.00,2,0,0
4,Australia,AUS,Australia,"Test Teams",8642,"Adam Zampa","Right-hand bat","Right-arm legbreak",BOWLER,0,114,103,0,57,25,0,376,69,0,567,81,0,36,13,0.00,9.89,4.93,0.00,66.32,85.19,0,19,11,0,6,4,0,0,0,0,0,0,0,114,103,22,0,114,102,0,5926,2243,0,5495,2745,0,16,1,0,192,130,0.00,28.62,21.12,0.00,5.56,7.34,0.00,30.86,17.25,0,1,1
4,Australia,AUS,Australia,"Test Teams",8646,"Beau Webster","Right-hand bat","Right-arm medium","ALL ROUNDER",7,0,0,12,0,0,381,0,0,646,0,0,72,0,0,34.64,0.00,0.00,58.98,0.00,0.00,1,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,11,0,0,361,0,0,186,0,0,13,0,0,8,0,0,23.25,0.00,0.00,3.09,0.00,0.00,45.13,0.00,0.00,0,0,0
2,India,IND,India,"Test Teams",8683,"Shardul Thakur","Right-hand bat","Right-arm fast-medium","ALL ROUNDER",13,47,25,21,25,6,377,329,69,630,313,38,67,50,22,18.85,17.32,23.00,59.85,105.12,181.58,1,6,3,3,1,2,4,1,0,0,0,0,13,47,25,105,22,46,24,1611,1940,506,1024,2014,772,36,10,0,33,65,33,31.03,30.98,23.39,3.81,6.23,9.15,48.82,29.85,15.33,1,0,0
2,India,IND,India,"Test Teams",8733,"KL Rahul","Right-hand bat",NULL,"WICKET KEEPER",63,85,72,111,79,68,3789,3043,2265,7234,3451,1628,199,112,110,35.41,49.08,37.75,52.38,88.18,139.13,4,17,8,9,3,5,19,18,22,10,7,2,63,85,72,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
2,India,IND,India,"Test Teams",8808,"Axar Patel","Left-hand bat","Left-arm orthodox","ALL ROUNDER",14,68,71,22,47,44,646,783,535,1235,856,384,84,64,65,35.89,22.37,18.45,52.31,91.48,139.33,4,12,15,1,3,2,4,3,1,0,0,0,14,68,71,162,27,63,68,2540,3167,1291,1064,2372,1571,96,23,3,55,72,71,19.35,32.94,22.13,2.51,4.49,7.30,46.18,43.99,18.18,5,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",9067,"Matt Henry","Right-hand bat","Right-arm fast-medium",BOWLER,32,91,25,43,38,7,654,270,24,844,290,27,72,48,12,17.68,10.38,6.00,77.49,93.11,88.89,6,12,3,9,7,1,4,0,0,0,0,0,32,91,25,6,63,89,24,7101,4734,542,3727,4094,752,245,57,1,136,165,37,27.40,24.81,20.32,3.15,5.19,8.32,52.21,28.69,14.65,6,3,0
4,Australia,AUS,Australia,"Test Teams",9200,"Alex Carey","Left-hand bat",NULL,"WICKET KEEPER",43,83,39,65,75,27,2010,2212,259,3134,2422,233,156,106,37,34.66,35.68,11.77,64.14,91.33,111.16,7,13,5,4,5,2,11,13,0,2,1,0,43,83,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
2,India,IND,India,"Test Teams",9311,"Jasprit Bumrah","Right-hand bat","Right-arm fast",BOWLER,48,89,70,74,26,8,341,91,8,817,159,14,34,16,7,6.56,7.58,2.67,41.74,57.24,57.15,22,14,5,28,5,2,0,0,0,0,0,0,48,89,70,145,91,88,69,9348,4580,1509,4341,3509,1579,365,57,12,219,149,89,19.82,23.55,17.74,2.79,4.60,6.28,42.68,30.74,16.96,15,2,0
12,Zimbabwe,ZIM,Zimbabwe,"Test Teams",9354,"Sikandar Raza","Right-hand bat","Right-arm offbreak","ALL ROUNDER",21,153,109,41,144,104,1369,4476,2487,2467,5186,1839,127,141,133,33.39,36.99,25.91,55.50,86.31,135.24,0,23,8,3,3,8,10,24,15,1,7,1,21,153,109,9,30,122,95,3329,5084,1662,1779,4105,1929,68,25,3,40,94,81,44.48,43.67,23.81,3.21,4.84,6.96,83.23,54.09,20.52,2,0,1
2,India,IND,India,"Test Teams",9428,"Shreyas Iyer","Right-hand bat","Right-arm legbreak",BATSMEN,14,70,51,24,65,47,811,2845,1104,1287,2845,811,105,128,74,36.86,48.22,30.67,63.02,100.00,136.13,2,6,11,2,1,4,5,22,8,1,5,0,14,70,51,132,1,5,1,6,37,2,2,39,2,0,0,0,0,0,0,0.00,0.00,0.00,2.00,6.32,0.00,0.00,0.00,0.00,0,0,0
2,India,IND,India,"Test Teams",9429,"Sarfaraz Khan","Right-hand bat","Right-arm legbreak",BATSMEN,6,0,0,11,0,0,371,0,0,495,0,0,150,0,0,37.10,0.00,0.00,74.95,0.00,0.00,1,0,0,3,0,0,3,0,0,1,0,0,6,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",9441,"Kyle Jamieson","Right-hand bat","Right-arm fast-medium",BOWLER,19,17,15,26,7,6,432,92,49,777,106,34,51,25,30,19.64,23.00,16.33,55.60,86.80,144.12,4,3,3,3,0,1,1,0,0,0,0,0,19,17,15,13,36,16,15,3558,778,314,1579,671,474,187,11,1,80,17,13,19.74,39.47,36.46,2.66,5.17,9.06,44.48,45.76,24.15,5,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",9443,"Tim Seifert","Right-hand bat",NULL,"WICKET KEEPER",0,4,71,0,3,68,0,59,1736,0,56,1220,0,26,97,0.00,19.67,29.42,0.00,105.36,142.30,0,0,9,0,0,5,0,0,12,0,0,0,0,4,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
4,Australia,AUS,Australia,"Test Teams",9456,"Matthew Short","Right-hand bat","Right-arm offbreak",BATSMEN,0,15,14,0,13,13,0,280,293,0,285,179,0,63,66,0.00,21.54,22.54,0.00,98.25,163.69,0,0,0,0,1,1,0,2,1,0,0,0,0,15,14,6,0,12,5,0,288,48,0,254,91,0,0,0,0,2,7,0.00,127.00,13.00,0.00,5.29,11.38,0.00,144.00,6.86,0,0,1
3,Pakistan,PAK,Pakistan,"Test Teams",9468,"Mohammad Rizwan","Right-hand bat",NULL,"WICKET KEEPER",39,94,106,65,85,93,2273,2713,3414,4184,3159,2723,171,131,104,40.59,40.49,46.77,54.33,85.89,125.38,9,18,20,4,3,5,11,16,30,3,4,1,39,94,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",9491,"Reeza Hendricks","Right-hand bat","Right-arm offbreak",BATSMEN,0,38,83,0,38,82,0,974,2382,0,1264,1826,0,102,117,0.00,27.06,29.78,0.00,77.06,130.45,0,2,2,0,2,5,0,7,17,0,1,1,0,38,83,0,0,3,3,0,42,29,0,47,58,0,0,0,0,1,0,0.00,47.00,0.00,0.00,6.71,12.00,0.00,42.00,0.00,0,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",9494,"Kusal Mendis","Right-hand bat",NULL,"WICKET KEEPER",73,148,81,135,145,81,4757,4697,2007,8116,5337,1518,245,143,86,36.88,35.05,25.73,58.62,88.01,132.22,6,11,3,14,14,6,22,34,16,10,6,0,73,148,81,1,9,2,0,132,20,0,118,28,0,1,0,0,1,0,0,118.00,0.00,0.00,5.36,8.40,0.00,132.00,0.00,0.00,0,0,0
5,"Sri Lanka",SL,"Sri Lanka","Test Teams",9495,"Sadeera Samarawickrama","Right-hand bat",NULL,"WICKET KEEPER",9,52,19,14,47,17,308,1327,259,407,1442,240,104,108,61,23.69,31.60,17.27,75.68,92.03,107.92,1,5,2,3,5,2,0,8,1,1,1,0,9,52,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
3,Pakistan,PAK,Pakistan,"Test Teams",9545,"Shan Masood","Left-hand bat","Right-arm medium",BATSMEN,42,9,19,80,9,17,2380,163,396,4539,234,324,156,50,66,30.13,18.11,30.46,52.44,69.66,122.23,1,0,4,8,2,2,11,1,3,6,0,0,42,9,19,0,10,0,0,144,0,0,92,0,0,6,0,0,2,0,0,46.00,0.00,0.00,3.83,0.00,0.00,72.00,0.00,0.00,0,0,0
13,"New Zealand",NZ,"New Zealand","Test Teams",9551,"Michael Bracewell","Left-hand bat","Right-arm offbreak","ALL ROUNDER",9,34,36,15,29,25,268,757,382,477,656,274,74,140,61,19.14,37.85,23.88,56.19,115.40,139.42,1,9,9,1,1,4,1,2,2,0,2,0,9,34,36,5,18,33,30,1653,1524,528,1057,1239,641,40,7,1,24,36,31,44.04,34.42,20.68,3.84,4.88,7.28,68.88,42.33,17.03,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",9554,"Rassie van der Dussen","Right-hand bat","Right-arm legbreak",BATSMEN,18,71,57,32,66,53,905,2657,1406,2221,3053,1092,98,134,94,30.17,50.13,33.48,40.75,87.03,128.76,2,13,11,3,3,2,6,17,10,0,6,0,18,71,57,3,0,1,0,0,6,0,0,3,0,0,0,0,0,1,0,0.00,3.00,0.00,0.00,3.00,0.00,0.00,6.00,0.00,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",9576,"Corbin Bosch","Right-hand bat","Right-arm fast-medium","ALL ROUNDER",3,4,7,4,3,6,217,72,37,259,68,32,100,40,23,108.50,72.00,9.25,83.79,105.89,115.63,2,2,2,1,0,1,1,0,0,1,0,0,3,4,7,3,6,4,7,442,180,156,256,228,213,17,0,1,15,2,8,17.07,114.00,26.63,3.48,7.60,8.19,29.47,90.00,19.50,1,0,0
11,"South Africa",RSA,"South Africa","Test Teams",9582,"Aiden Markram","Right-hand bat","Right-arm offbreak",BATSMEN,46,81,60,84,77,56,2993,2541,1398,5016,2584,972,152,175,70,36.50,37.37,29.13,59.67,98.34,143.83,2,9,8,7,5,2,13,14,9,8,3,0,46,81,60,57,23,40,32,507,1193,360,264,1135,502,10,2,2,5,20,15,52.80,56.75,33.47,3.12,5.71,8.37,101.40,59.65,24.00,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",9585,"Kagiso Rabada","Left-hand bat","Right-arm fast",BOWLER,71,106,68,107,45,27,1031,401,175,2059,507,153,47,31,22,11.85,14.85,15.91,50.08,79.10,114.38,20,18,16,20,2,4,0,0,0,0,0,0,71,106,68,84,130,104,68,13100,5444,1459,7305,4613,2010,433,63,3,336,168,76,21.74,27.46,26.45,3.35,5.08,8.27,38.99,32.40,19.20,17,2,0
11,"South Africa",RSA,"South Africa","Test Teams",9603,"Lungi Ngidi","Right-hand bat","Right-arm fast",BOWLER,20,70,50,31,28,14,97,125,41,230,242,53,19,20,13,4.85,10.42,8.20,42.18,51.66,77.36,11,16,9,8,5,2,0,0,0,0,0,0,20,70,50,16,35,69,50,2578,3228,1010,1356,3108,1503,100,30,1,58,111,70,23.38,28.00,21.47,3.16,5.78,8.93,44.45,29.08,14.43,3,2,1
96,Afghanistan,AFG,Afghanistan,"Test Teams",9609,"Yamin Ahmadzai","Right-hand bat","Right-arm fast-medium",BOWLER,7,9,2,13,5,1,54,9,1,172,32,1,19,5,1,4.15,3.00,0.00,31.40,28.13,100.00,0,2,1,4,1,0,0,0,0,0,0,0,7,9,2,0,13,8,2,849,340,43,450,304,65,25,4,0,16,7,5,28.13,43.43,13.00,3.18,5.36,9.07,53.06,48.57,8.60,0,0,0
2,India,IND,India,"Test Teams",9647,"Hardik Pandya","Right-hand bat","Right-arm fast-medium","ALL ROUNDER",11,94,114,18,68,90,532,1904,1812,720,1717,1279,108,92,71,31.29,32.83,27.88,73.89,110.90,141.68,1,10,25,2,4,3,4,11,5,1,0,0,11,94,114,152,19,88,102,937,3460,1817,528,3231,2485,19,16,4,17,91,94,31.06,35.51,26.44,3.38,5.60,8.21,55.12,38.02,19.33,1,0,0
27,Ireland,IRE,Ireland,"Test Teams",9667,"Andy McBrine","Left-hand bat","Right-arm offbreak","ALL ROUNDER",9,95,32,17,65,18,503,920,155,918,1287,132,90,79,36,35.93,18.04,12.92,54.80,71.49,117.43,3,14,6,1,5,1,4,2,0,0,0,0,9,95,32,0,14,91,26,1839,4523,408,1044,3459,487,43,38,0,25,91,23,41.76,38.01,21.17,3.41,4.59,7.16,73.56,49.70,17.74,1,1,0
2,India,IND,India,"Test Teams",9716,"Abhimanyu Easwaran","Right-hand bat","Right-arm legbreak",BATSMEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
11,"South Africa",RSA,"South Africa","Test Teams",9720,"Keshav Maharaj","Right-hand bat","Left-arm orthodox",BOWLER,59,52,39,91,27,15,1292,276,103,2107,341,115,84,40,41,15.38,13.14,11.44,61.32,80.94,89.57,7,6,6,17,1,2,6,0,0,0,0,0,59,52,39,2,100,51,39,11666,2657,803,6055,2038,982,362,15,1,203,68,38,29.83,29.97,25.84,3.11,4.60,7.34,57.47,39.07,21.13,11,1,0
10,"West Indies",WI,"West Indies","Test Teams",9789,"Shimron Hetmyer","Left-hand bat",NULL,BATSMEN,16,57,69,30,52,59,838,1543,1112,1138,1464,882,93,139,81,27.93,31.49,20.59,73.64,105.40,126.08,0,3,5,0,3,4,5,4,6,0,5,0,16,57,69,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
10,"West Indies",WI,"West Indies","Test Teams",9791,"Brandon King","Right-hand bat",NULL,BATSMEN,3,55,68,6,55,66,129,1468,1659,215,1763,1221,75,112,85,21.50,27.70,26.76,60.00,83.27,135.88,0,2,4,2,5,5,1,8,13,0,3,0,3,55,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
